underlying,ts_signal,spot_symbol,expiry,action,strategy_type,legs_json,net_premium,max_loss,max_profit,breakevens,margin_est,dte,regime,regime_conf,align_mode,ltf_dir,htf_dir,dtf_dir,side,is_live,right,tradingsymbol,kite_symbol,strike,score,signal_strength,entry,sl,target,time_stop_min,spread_pct,bid,ask,mid,ltp,quote_ts,entry_model,iv,iv_pct,iv_samples,greeks_conf,delta,vega_1pct,theta_day,lot_size,greeks_max_lots,risk_lots,max_lots,pass_caps,sent_mult,mkt_bias,mkt_strength,mkt_risk_off,notes,reason,bos,bos_strength,htf_align,session
360ONE,None,NSE:360ONE,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1120,""tradingsymbol"":""360ONE26FEB1120PE"",""instrument_token"":17543426,""bid"":27.8,""ask"":28.3,""mid"":28.05,""ltp"":28.05,""oi"":379000.0,""volume"":126000.0,""spread_pct"":0.017825311942959002,""price_used"":28.3,""tag"":""long"",""iv"":0.3223905381832123,""delta"":-0.6657351404290617,""gamma"":0.008661918556712006,""vega_1pct"":0.4744669259766128,""theta_day"":-1.36751852945736,""greeks_conf"":""high""}]",28.3,28.3,,,14150.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,360ONE26FEB1120PE,NFO:360ONE26FEB1120PE,1120,-1.7323398471024387,1.7323398471024387,28.3,14.15,50.940000000000005,90,0.017825311942959002,27.8,28.3,28.05,28.05,,ask,0.3223905381832123,1.0,1,high,-0.6657351404290617,0.4744669259766128,-1.36751852945736,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=37.6 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
HINDUNILVR,None,NSE:HINDUNILVR,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":2300,""tradingsymbol"":""HINDUNILVR26FEB2300PE"",""instrument_token"":27365634,""bid"":13.75,""ask"":14.1,""mid"":13.925,""ltp"":13.925,""oi"":727200.0,""volume"":826500.0,""spread_pct"":0.025134649910233366,""price_used"":14.1,""tag"":""long"",""iv"":0.15379048950576782,""delta"":-0.440106677996835,""gamma"":0.009395819981230668,""vega_1pct"":1.0766959702186782,""theta_day"":-1.447004144336614,""greeks_conf"":""high""}]",14.1,14.1,,,4230.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,HINDUNILVR26FEB2300PE,NFO:HINDUNILVR26FEB2300PE,2300,-1.5772654330867582,1.5772654330867582,14.1,7.05,25.38,90,0.025134649910233366,13.75,14.1,13.925,13.925,,ask,0.15379048950576782,1.0,1,high,-0.440106677996835,1.0766959702186782,-1.447004144336614,300,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=29.3 | ivp=1.00 | dte=5 | spr=0.025 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
HINDZINC,None,NSE:HINDZINC,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":585,""tradingsymbol"":""HINDZINC26FEB585PE"",""instrument_token"":27535618,""bid"":8.2,""ask"":8.3,""mid"":8.25,""ltp"":8.25,""oi"":407925.0,""volume"":2132725.0,""spread_pct"":0.012121212121212293,""quote_ts"":""2026-02-19T12:32:05"",""price_used"":8.3,""tag"":""long"",""iv"":0.3460178146467209,""delta"":-0.44561082201232305,""gamma"":0.016415678985486952,""vega_1pct"":0.2750047876616231,""theta_day"":-0.8842752816373383,""greeks_conf"":""high""}]",8.3,8.3,,,10167.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,HINDZINC26FEB585PE,NFO:HINDZINC26FEB585PE,585,-1.1214951502655464,1.1214951502655464,8.3,4.15,14.940000000000001,90,0.012121212121212293,8.2,8.3,8.25,8.25,2026-02-19T12:32:05,ask,0.3460178146467209,1.0,1,high,-0.44561082201232305,0.2750047876616231,-0.8842752816373383,1225,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=19.8 | ivp=1.00 | dte=5 | spr=0.012 | watch-mode single-leg,Trigger SHORT when RSI closes <= 48 AND price closes below EMA_fast.,NONE,0.0,True,MID
HUDCO,None,NSE:HUDCO,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":185,""tradingsymbol"":""HUDCO26FEB185CE"",""instrument_token"":25809922,""bid"":12.12,""ask"":12.33,""mid"":12.225,""ltp"":12.225,""oi"":582750.0,""volume"":163725.0,""spread_pct"":0.01717791411042952,""price_used"":12.33,""tag"":""long"",""iv"":0.5,""delta"":0.8675862523817672,""gamma"":0.01834803796653937,""vega_1pct"":0.050036039056149936,""theta_day"":-0.27011991611396186,""greeks_conf"":""low""}]",12.33,12.33,,,34215.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,HUDCO26FEB185CE,NFO:HUDCO26FEB185CE,185,1.319620190476038,1.319620190476038,12.33,6.165,22.194,90,0.01717791411042952,12.12,12.33,12.225,12.225,,ask,0.5,1.0,1,low,0.8675862523817672,0.050036039056149936,-0.27011991611396186,2775,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=28.0 | ivp=1.00 | dte=5 | spr=0.017 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
ICICIBANK,None,NSE:ICICIBANK,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1400,""tradingsymbol"":""ICICIBANK26FEB1400PE"",""instrument_token"":25964546,""bid"":12.3,""ask"":12.4,""mid"":12.350000000000001,""ltp"":12.350000000000001,""oi"":2980600.0,""volume"":4381300.0,""spread_pct"":0.008097165991902805,""price_used"":12.4,""tag"":""long"",""iv"":0.1319465836572647,""delta"":-0.6145169033440958,""gamma"":0.017568971449440317,""vega_1pct"":0.6307699779451161,""theta_day"":-0.6695665911485715,""greeks_conf"":""high""}]",12.4,12.4,,,8680.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,ICICIBANK26FEB1400PE,NFO:ICICIBANK26FEB1400PE,1400,-1.5212595858521014,1.5212595858521014,12.4,6.2,22.32,90,0.008097165991902805,12.3,12.4,12.350000000000001,12.350000000000001,,ask,0.1319465836572647,1.0,1,high,-0.6145169033440958,0.6307699779451161,-0.6695665911485715,700,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=26.4 | ivp=1.00 | dte=5 | spr=0.008 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
ICICIGI,None,NSE:ICICIGI,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1940,""tradingsymbol"":""ICICIGI26FEB1940CE"",""instrument_token"":27933186,""bid"":15.2,""ask"":15.65,""mid"":15.425,""ltp"":15.425,""oi"":89700.0,""volume"":26650.0,""spread_pct"":0.02917341977309569,""quote_ts"":""2026-02-19T12:32:16"",""price_used"":15.65,""tag"":""long"",""iv"":0.17471409982299807,""delta"":0.49252406742394134,""gamma"":0.009947213904603526,""vega_1pct"":0.9154575124292811,""theta_day"":-1.71523563260811,""greeks_conf"":""high""}]",15.65,15.65,,,5086.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,ICICIGI26FEB1940CE,NFO:ICICIGI26FEB1940CE,1940,1.1582935681533846,1.1582935681533846,15.65,7.825,28.17,90,0.02917341977309569,15.2,15.65,15.425,15.425,2026-02-19T12:32:16,ask,0.17471409982299807,1.0,1,high,0.49252406742394134,0.9154575124292811,-1.71523563260811,325,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=21.7 | ivp=1.00 | dte=5 | spr=0.029 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
ICICIPRULI,None,NSE:ICICIPRULI,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":640,""tradingsymbol"":""ICICIPRULI26FEB640CE"",""instrument_token"":26253314,""bid"":12.85,""ask"":13.35,""mid"":13.1,""ltp"":13.1,""oi"":160950.0,""volume"":134125.0,""spread_pct"":0.03816793893129771,""price_used"":13.35,""tag"":""long"",""iv"":0.16907788574028015,""delta"":0.8227215631767906,""gamma"":0.01992049013469102,""vega_1pct"":0.20054313507365829,""theta_day"":-0.4168419497854477,""greeks_conf"":""high""}]",13.35,13.35,,,12348.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,ICICIPRULI26FEB640CE,NFO:ICICIPRULI26FEB640CE,640,1.8328286185317202,1.8328286185317202,13.35,6.675,24.03,90,0.03816793893129771,12.85,13.35,13.1,13.1,,ask,0.16907788574028015,1.0,1,high,0.8227215631767906,0.20054313507365829,-0.4168419497854477,925,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=43.0 | ivp=1.00 | dte=5 | spr=0.038 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
IDFCFIRSTB,None,NSE:IDFCFIRSTB,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":75,""tradingsymbol"":""IDFCFIRSTB26FEB75CE"",""instrument_token"":28305154,""bid"":9.0,""ask"":9.69,""mid"":9.344999999999999,""ltp"":9.344999999999999,""oi"":1372700.0,""volume"":37100.0,""spread_pct"":0.07383627608346705,""price_used"":9.69,""tag"":""long"",""iv"":0.5,""delta"":0.9807325861733431,""gamma"":0.009364474864367943,""vega_1pct"":0.004699375669015024,""theta_day"":-0.03497604895282644,""greeks_conf"":""low""}]",9.69,9.69,,,89874.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,IDFCFIRSTB26FEB75CE,NFO:IDFCFIRSTB26FEB75CE,75,1.3956034663357386,1.3956034663357386,9.69,4.845,17.442,90,0.07383627608346705,9.0,9.69,9.344999999999999,9.344999999999999,,ask,0.5,1.0,1,low,0.9807325861733431,0.004699375669015024,-0.03497604895282644,9275,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=32.8 | ivp=1.00 | dte=5 | spr=0.074 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
INDHOTEL,None,NSE:INDHOTEL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":690,""tradingsymbol"":""INDHOTEL26FEB690PE"",""instrument_token"":28926722,""bid"":12.5,""ask"":12.8,""mid"":12.65,""ltp"":12.65,""oi"":448000.0,""volume"":388000.0,""spread_pct"":0.0237154150197629,""price_used"":12.8,""tag"":""long"",""iv"":0.25050258259010305,""delta"":-0.6450417338779656,""gamma"":0.018404677188399738,""vega_1pct"":0.3006011164670971,""theta_day"":-0.66054774917045,""greeks_conf"":""high""}]",12.8,12.8,,,12800.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,INDHOTEL26FEB690PE,NFO:INDHOTEL26FEB690PE,690,-1.5148426752492328,1.5148426752492328,12.8,6.4,23.040000000000003,90,0.0237154150197629,12.5,12.8,12.65,12.65,,ask,0.25050258259010305,1.0,1,high,-0.6450417338779656,0.3006011164670971,-0.66054774917045,1000,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=26.0 | ivp=1.00 | dte=5 | spr=0.024 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
INDIANB,None,NSE:INDIANB,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":940,""tradingsymbol"":""INDIANB26FEB940CE"",""instrument_token"":26583298,""bid"":9.65,""ask"":9.75,""mid"":9.7,""ltp"":9.7,""oi"":336000.0,""volume"":1163000.0,""spread_pct"":0.010309278350515427,""quote_ts"":""2026-02-19T12:32:20"",""price_used"":9.75,""tag"":""long"",""iv"":0.23802375665569303,""delta"":0.47911936558956414,""gamma"":0.0150702123535366,""vega_1pct"":0.442475906926038,""theta_day"":-1.100096982437708,""greeks_conf"":""high""}]",9.75,9.75,,,9750.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,INDIANB26FEB940CE,NFO:INDIANB26FEB940CE,940,1.471384728583204,1.471384728583204,9.75,4.875,17.55,90,0.010309278350515427,9.65,9.75,9.7,9.7,2026-02-19T12:32:20,ask,0.23802375665569303,1.0,1,high,0.47911936558956414,0.442475906926038,-1.100096982437708,1000,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=38.4 | ivp=1.00 | dte=5 | spr=0.010 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
INDUSTOWER,None,NSE:INDUSTOWER,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":465,""tradingsymbol"":""INDUSTOWER26FEB465CE"",""instrument_token"":29446658,""bid"":9.9,""ask"":10.1,""mid"":10.0,""ltp"":10.0,""oi"":343400.0,""volume"":401200.0,""spread_pct"":0.019999999999999928,""price_used"":10.1,""tag"":""long"",""iv"":0.17152882824325563,""delta"":0.8337172771100512,""gamma"":0.0259132959859989,""vega_1pct"":0.1400260840965483,""theta_day"":-0.2976913430566629,""greeks_conf"":""high""}]",10.1,10.1,,,17170.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,INDUSTOWER26FEB465CE,NFO:INDUSTOWER26FEB465CE,465,0.9809134090493979,0.9809134090493979,10.1,5.05,18.18,90,0.019999999999999928,9.9,10.1,10.0,10.0,,ask,0.17152882824325563,1.0,1,high,0.8337172771100512,0.1400260840965483,-0.2976913430566629,1700,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=12.3 | ivp=1.00 | dte=5 | spr=0.020 | fallback single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
INOXWIND,None,NSE:INOXWIND,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":108,""tradingsymbol"":""INOXWIND26FEB107.5PE"",""instrument_token"":29612802,""bid"":9.48,""ask"":9.59,""mid"":9.535,""ltp"":9.535,""oi"":450450.0,""volume"":160875.0,""spread_pct"":0.011536444677503872,""price_used"":9.59,""tag"":""long"",""iv"":0.5,""delta"":-0.9402459064074636,""gamma"":0.020406099356063866,""vega_1pct"":0.013818690330852647,""theta_day"":-0.05063425174315709,""greeks_conf"":""low""}]",9.59,9.59,,,34284.25,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,INOXWIND26FEB107.5PE,NFO:INOXWIND26FEB107.5PE,108,-0.8401667109615194,0.8401667109615194,9.59,4.795,17.262,90,0.011536444677503872,9.48,9.59,9.535,9.535,,ask,0.5,1.0,1,low,-0.9402459064074636,0.013818690330852647,-0.05063425174315709,3575,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=12.7 | ivp=1.00 | dte=5 | spr=0.012 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
IOC,None,NSE:IOC,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":165,""tradingsymbol"":""IOC26FEB165CE"",""instrument_token"":27205890,""bid"":11.01,""ask"":11.22,""mid"":11.115,""ltp"":11.115,""oi"":1750125.0,""volume"":453375.0,""spread_pct"":0.018893387314440024,""price_used"":11.22,""tag"":""long"",""iv"":0.5,""delta"":0.877398686505066,""gamma"":0.019445602119354116,""vega_1pct"":0.042417357833130824,""theta_day"":-0.23042765275426916,""greeks_conf"":""low""}]",11.22,11.22,,,54697.5,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,IOC26FEB165CE,NFO:IOC26FEB165CE,165,1.028434801628767,1.028434801628767,11.22,5.61,20.196,90,0.018893387314440024,11.01,11.22,11.115,11.115,,ask,0.5,1.0,1,low,0.877398686505066,0.042417357833130824,-0.23042765275426916,4875,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.5 | ivp=1.00 | dte=5 | spr=0.019 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
IRCTC,None,NSE:IRCTC,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":625,""tradingsymbol"":""IRCTC26FEB625CE"",""instrument_token"":29966082,""bid"":10.5,""ask"":10.65,""mid"":10.575,""ltp"":10.575,""oi"":439250.0,""volume"":2524375.0,""spread_pct"":0.014184397163120602,""price_used"":10.65,""tag"":""long"",""iv"":0.18846608071517948,""delta"":0.7224704660737249,""gamma"":0.023729311078663468,""vega_1pct"":0.2512021147811745,""theta_day"":-0.5354386129946961,""greeks_conf"":""high""}]",10.65,10.65,,,9318.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,IRCTC26FEB625CE,NFO:IRCTC26FEB625CE,625,1.5510801070642646,1.5510801070642646,10.65,5.325,19.17,90,0.014184397163120602,10.5,10.65,10.575,10.575,,ask,0.18846608071517948,1.0,1,high,0.7224704660737249,0.2512021147811745,-0.5354386129946961,875,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=27.9 | ivp=1.00 | dte=5 | spr=0.014 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
IRFC,None,NSE:IRFC,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":120,""tradingsymbol"":""IRFC26FEB120PE"",""instrument_token"":27505410,""bid"":7.98,""ask"":8.05,""mid"":8.015,""ltp"":8.015,""oi"":2375750.0,""volume"":127500.0,""spread_pct"":0.008733624454148506,""price_used"":8.05,""tag"":""long"",""iv"":0.47012419699096686,""delta"":-0.8757722854766059,""gamma"":0.0327806076236618,""vega_1pct"":0.027259897681074632,""theta_day"":-0.10759590977617386,""greeks_conf"":""high""}]",8.05,8.05,,,34212.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,IRFC26FEB120PE,NFO:IRFC26FEB120PE,120,-1.0276549013144105,1.0276549013144105,8.05,4.025,14.490000000000002,90,0.008733624454148506,7.98,8.05,8.015,8.015,,ask,0.47012419699096686,1.0,1,high,-0.8757722854766059,0.027259897681074632,-0.10759590977617386,4250,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=14.8 | ivp=1.00 | dte=5 | spr=0.009 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
ITC,None,NSE:ITC,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":320,""tradingsymbol"":""ITC26FEB320CE"",""instrument_token"":12776194,""bid"":8.15,""ask"":8.25,""mid"":8.2,""ltp"":8.2,""oi"":5809600.0,""volume"":828800.0,""spread_pct"":0.01219512195121947,""price_used"":8.25,""tag"":""long"",""iv"":0.5,""delta"":0.6893828487703066,""gamma"":0.018137235182071495,""vega_1pct"":0.1374839113443807,""theta_day"":-0.7060144423782042,""greeks_conf"":""low""}]",8.25,8.25,,,13200.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,ITC26FEB320CE,NFO:ITC26FEB320CE,320,0.9986050127793256,0.9986050127793256,8.25,4.125,14.85,90,0.01219512195121947,8.15,8.25,8.2,8.2,,ask,0.5,1.0,1,low,0.6893828487703066,0.1374839113443807,-0.7060144423782042,1600,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=22.6 | ivp=1.00 | dte=5 | spr=0.012 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
JINDALSTEL,None,NSE:JINDALSTEL,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1220,""tradingsymbol"":""JINDALSTEL26FEB1220CE"",""instrument_token"":27830530,""bid"":11.5,""ask"":11.75,""mid"":11.625,""ltp"":11.625,""oi"":304375.0,""volume"":392500.0,""spread_pct"":0.021505376344086023,""quote_ts"":""2026-02-19T12:32:35"",""price_used"":11.75,""tag"":""long"",""iv"":0.2127561606960297,""delta"":0.48849204399784935,""gamma"":0.01299228773206788,""vega_1pct"":0.5752953710858975,""theta_day"":-1.2904296165978386,""greeks_conf"":""high""}]",11.75,11.75,,,7343.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,JINDALSTEL26FEB1220CE,NFO:JINDALSTEL26FEB1220CE,1220,1.002709890688418,1.002709890688418,11.75,5.875,21.150000000000002,90,0.021505376344086023,11.5,11.75,11.625,11.625,2026-02-19T12:32:35,ask,0.2127561606960297,1.0,1,high,0.48849204399784935,0.5752953710858975,-1.2904296165978386,625,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=13.4 | ivp=1.00 | dte=5 | spr=0.022 | watch-mode single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
JIOFIN,None,NSE:JIOFIN,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":270,""tradingsymbol"":""JIOFIN26FEB270PE"",""instrument_token"":27874050,""bid"":10.05,""ask"":10.2,""mid"":10.125,""ltp"":10.125,""oi"":2798850.0,""volume"":484100.0,""spread_pct"":0.014814814814814675,""price_used"":10.2,""tag"":""long"",""iv"":0.3158197234573364,""delta"":-0.8174899811991944,""gamma"":0.027145382332880368,""vega_1pct"":0.08171946574555106,""theta_day"":-0.21519960948177455,""greeks_conf"":""high""}]",10.2,10.2,,,23970.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,JIOFIN26FEB270PE,NFO:JIOFIN26FEB270PE,270,-1.0774231900638258,1.0774231900638258,10.2,5.1,18.36,90,0.014814814814814675,10.05,10.2,10.125,10.125,,ask,0.3158197234573364,1.0,1,high,-0.8174899811991944,0.08171946574555106,-0.21519960948177455,2350,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=17.4 | ivp=1.00 | dte=5 | spr=0.015 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
JSWENERGY,None,NSE:JSWENERGY,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":480,""tradingsymbol"":""JSWENERGY26FEB480CE"",""instrument_token"":27983874,""bid"":8.4,""ask"":8.65,""mid"":8.525,""ltp"":8.525,""oi"":344000.0,""volume"":412000.0,""spread_pct"":0.029325513196480937,""price_used"":8.65,""tag"":""long"",""iv"":0.20499325331306462,""delta"":0.7102406814586645,""gamma"":0.028992893088968397,""vega_1pct"":0.1969947926043152,""theta_day"":-0.4494565214252374,""greeks_conf"":""high""}]",8.65,8.65,,,8650.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,JSWENERGY26FEB480CE,NFO:JSWENERGY26FEB480CE,480,1.2157467846543764,1.2157467846543764,8.65,4.325,15.57,90,0.029325513196480937,8.4,8.65,8.525,8.525,,ask,0.20499325331306462,1.0,1,high,0.7102406814586645,0.1969947926043152,-0.4494565214252374,1000,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.8 | ivp=1.00 | dte=5 | spr=0.029 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
JUBLFOOD,None,NSE:JUBLFOOD,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":540,""tradingsymbol"":""JUBLFOOD26FEB540PE"",""instrument_token"":28144898,""bid"":14.75,""ask"":15.05,""mid"":14.9,""ltp"":14.9,""oi"":380000.0,""volume"":53750.0,""spread_pct"":0.02013422818791951,""price_used"":15.05,""tag"":""long"",""iv"":0.21844005848503112,""delta"":-0.8374995713938176,""gamma"":0.018062761443917726,""vega_1pct"":0.1531073753087806,""theta_day"":-0.25157586738532345,""greeks_conf"":""high""}]",15.05,15.05,,,18812.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,JUBLFOOD26FEB540PE,NFO:JUBLFOOD26FEB540PE,540,-1.0062178218353812,1.0062178218353812,15.05,7.525,27.090000000000003,90,0.02013422818791951,14.75,15.05,14.9,14.9,,ask,0.21844005848503112,1.0,1,high,-0.8374995713938176,0.1531073753087806,-0.25157586738532345,1250,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=13.6 | ivp=1.00 | dte=5 | spr=0.020 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
KALYANKJIL,None,NSE:KALYANKJIL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":420,""tradingsymbol"":""KALYANKJIL26FEB420PE"",""instrument_token"":28208642,""bid"":13.35,""ask"":13.55,""mid"":13.45,""ltp"":13.45,""oi"":554600.0,""volume"":1211425.0,""spread_pct"":0.014869888475836512,""price_used"":13.55,""tag"":""long"",""iv"":0.38992020302200314,""delta"":-0.6854384163321963,""gamma"":0.01874712767534014,""vega_1pct"":0.17242877313865346,""theta_day"":-0.6077812322493163,""greeks_conf"":""high""}]",13.55,13.55,,,15921.25,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,KALYANKJIL26FEB420PE,NFO:KALYANKJIL26FEB420PE,420,-1.3978060528852974,1.3978060528852974,13.55,6.775,24.39,90,0.014869888475836512,13.35,13.55,13.45,13.45,,ask,0.38992020302200314,1.0,1,high,-0.6854384163321963,0.17242877313865346,-0.6077812322493163,1175,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=19.8 | ivp=1.00 | dte=5 | spr=0.015 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
KEI,None,NSE:KEI,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":4600,""tradingsymbol"":""KEI26FEB4600CE"",""instrument_token"":28364546,""bid"":57.95,""ask"":58.45,""mid"":58.2,""ltp"":58.2,""oi"":38150.0,""volume"":79625.0,""spread_pct"":0.008591065292096219,""quote_ts"":""2026-02-19T12:32:48"",""price_used"":58.45,""tag"":""long"",""iv"":0.24574851707363127,""delta"":0.5333841345138048,""gamma"":0.0029648989993526415,""vega_1pct"":2.169057204576684,""theta_day"":-5.5966303622589,""greeks_conf"":""high""}]",58.45,58.45,,,10228.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,KEI26FEB4600CE,NFO:KEI26FEB4600CE,4600,1.3684491216578316,1.3684491216578316,58.45,29.225,105.21000000000001,90,0.008591065292096219,57.95,58.45,58.2,58.2,2026-02-19T12:32:48,ask,0.24574851707363127,1.0,1,high,0.5333841345138048,2.169057204576684,-5.5966303622589,175,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=32.9 | ivp=1.00 | dte=5 | spr=0.009 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
